"Kingdom","Phylum","Class","Order","Family","Sequence_ID"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837983__8147"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064838__25817"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064532__35696"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064838__28371"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837989__32554"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822983__70502"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064476__45849"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064533__10922"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983029__27723"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064374__10393"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064839__15010"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064374__24856"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064533__37137"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837995__18687"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064534__23735"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065000__41437"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064534__28018"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064374__5832"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064374__6838"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064534__8064"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064375__20518"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064677__22170"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064535__20102"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064535__27783"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064535__2897"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064535__39031"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064536__16855"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064536__19519"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064536__22816"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823028__1063"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064536__37280"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837995__38811"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064537__24502"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064377__4423"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064537__3090"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983031__43307"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823028__46835"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064679__1738"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064538__16370"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064538__16783"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064842__9286"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064538__24265"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064538__27140"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064379__28383"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837995__7702"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837995__7831"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064379__38124"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837998__16084"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837998__25177"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064539__16410"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064539__17792"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837998__25826"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064539__25407"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065004__5126"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064539__4125"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065004__5928"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837998__44260"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064382__1397"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064382__14036"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064540__18052"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064540__4503"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064540__6309"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064540__8399"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064540__8752"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064845__8889"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__17879"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064541__15119"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__20201"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823035__43267"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064846__414"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818583__44169"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065008__10365"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064542__20247"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064542__20816"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064542__24633"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065008__4653"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__33535"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064542__39878"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064542__40222"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__6363"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__8799"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__9989"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823035__88031"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064848__19202"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823035__9469"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823039__14994"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064543__53695"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838090__16764"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064334__10764"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818682__62848"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983036__30157"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064544__19269"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065010__19611"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838090__26926"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064544__38771"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838090__32289"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064544__8104"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064545__17803"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064545__26281"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064545__32518"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838090__45321"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064545__39195"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064390__11253"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823058__45818"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065011__20756"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064546__24642"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064546__34185"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064390__2572"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064546__3845"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064390__40280"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838180__21291"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983039__18981"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064547__20464"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838180__4709"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838180__8378"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838180__9111"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__12378"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__13160"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__13626"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064549__16640"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064549__3797"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823067__27038"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064391__6184"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__25263"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__25453"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064550__20344"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064550__4801"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064693__28184"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818713__56550"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064551__10968"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064551__12546"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823074__20246"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064551__2305"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823074__25848"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064393__6499"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__50824"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__50997"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838187__9718"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064552__40253"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064552__45076"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838188__20753"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823074__41893"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838188__538"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065020__16440"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065020__19718"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403495__21369"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064394__47121"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064698__10355"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065020__763"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064394__5462"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064394__8935"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065021__1463"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064554__32068"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064554__3722"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064858__42083"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823074__8079"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065022__20136"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403496__10026"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064699__20287"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403496__18487"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064395__31076"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064556__2093"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064556__2381"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823092__35218"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403496__32344"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064556__34831"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403497__17643"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403497__24484"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064557__11851"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403497__28687"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403497__9919"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064557__31731"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064396__5510"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064557__43221"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064557__9729"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064558__10633"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403499__10833"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403499__26421"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064398__35161"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064704__15718"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064559__24947"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064559__40323"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823092__81550"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064560__4836"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064399__23964"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403499__41045"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064561__15348"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818779__9854"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064562__16274"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403499__42719"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064562__26558"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064562__33720"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983047__36988"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064400__36319"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064400__40655"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064563__1036"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823101__3958"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064400__41293"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823101__43731"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064563__8074"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064563__9331"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064564__11610"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064564__18159"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064564__20963"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065030__26468"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064401__33376"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403501__34335"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064401__40508"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403501__48764"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983047__80104"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823138__16157"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823138__16782"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064565__28752"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065031__9597"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403502__21801"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403502__24397"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818858__21488"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403502__27155"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","DRR480284__8593"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403502__8357"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064568__11898"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064713__35460"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064713__52197"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064613__11743"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403503__953"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818858__652"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064403__3926"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064867__6562"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064569__41254"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064403__53920"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403505__21917"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065034__32655"
