"Kingdom","Phylum","Class","Order","Family","Sequence_ID"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10837979__13425"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10824969__46175"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064335__39397"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821134__9015"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983014__18079"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820590__17552"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10824161__41680"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064576__33953"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403571__11592"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064910__11399"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825147__26593"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10822937__21973"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983055__33243"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10836461__658"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064609__8663"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983016__32940"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064937__3080"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065040__68962"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065036__19275"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821059__80630"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064628__17511"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064628__18692"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064532__33791"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064597__19828"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480317__29095"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10819087__17051"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983055__33607"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480430__8294"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10819113__41059"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818373__15603"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064586__34943"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820976__7775"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064951__27146"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983015__70234"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064895__32358"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983026__49287"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480367__19210"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480379__18220"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064624__44548"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983014__88612"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480295__14174"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825432__24999"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064737__2563"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983081__23102"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480411__1764"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825277__32667"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064933__7164"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480448__11867"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818583__35439"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10823058__7157"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064750__41217"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064733__27876"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820590__3457"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064547__31799"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480389__21766"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10822056__69548"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820583__40642"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403523__2430"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480443__13721"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064669__24493"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480404__825"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818682__33264"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983075__36713"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480415__20995"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064848__31238"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480339__7089"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064422__11991"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821635__68982"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403508__3627"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480366__15140"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818516__54123"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480359__14097"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064634__11799"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064574__7380"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480432__13387"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821134__73183"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10837979__29228"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064731__20053"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10822063__42842"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064792__31788"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983013__9678"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818549__7223"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480336__4988"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983042__5918"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064885__29019"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983053__14393"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480411__13922"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818713__22252"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821635__32204"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825155__64772"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064698__25683"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064778__14366"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820700__34953"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064757__1789"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818576__3746"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10823028__33291"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403522__28715"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064578__19097"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064336__8472"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064938__1829"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10819109__67164"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064642__18908"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064491__9065"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064518__26791"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10824553__35808"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10838187__26848"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064565__21277"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064606__38149"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064760__1521"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983023__3701"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480423__18777"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064736__15330"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064339__12018"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064343__14975"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064374__34618"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064702__811"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064607__40492"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403526__15703"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825388__5220"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480294__4781"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064552__7587"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820977__3208"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064553__22161"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064595__10854"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064856__5964"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480313__23786"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821177__16374"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480380__26265"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064441__38418"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480426__17930"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064331__40685"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064708__19422"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480403__18804"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821246__38070"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983013__21134"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480356__16793"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403560__24643"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064837__29514"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10824132__22427"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403572__17902"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480395__5787"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480357__22680"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403545__19859"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064686__2995"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818818__38146"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064564__47594"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480415__24274"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983057__17025"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064786__21895"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825380__45362"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064639__34464"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064764__27295"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10836461__19623"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480431__24976"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403572__72819"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983026__49286"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064764__4132"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064688__30097"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064567__2599"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064656__12015"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064688__6315"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818858__33067"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064501__4435"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064803__22828"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064852__41123"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818713__19134"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064691__28827"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983050__43412"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10838000__17890"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064714__43696"
