Source	Target	Correlation_CL	Correlation_PD	Avg_Correlation
s__Paenibacillus_albicereus	SRR10983090__6977	-0.0246559757926225	-0.0508644915863608	-0.0377602336894916
s__Paenibacillus_beijingensis	SRR10983090__6977	-0.0258618255127084	-0.0690038768943154	-0.0474328512035119
s__Paenibacillus_rhizovicinus	SRR10983090__6977	-0.00463624468017745	-0.0653147061953053	-0.0349754754377414
s__Paenibacillus_lycopersici	SRR10983090__6977	-0.00928186712331663	-0.0411100951950482	-0.0251959811591824
s__Paenibacillus_elgii	SRR10983090__6977	-0.0574498060731317	-0.019511044253807	-0.0384804251634693
s__Paenibacillus_konkukensis	SRR10983090__6977	-0.0421627922895911	-0.0566654456269856	-0.0494141189582883
s__Paenibacillus_thiaminolyticus	SRR10983090__6977	-0.0505740575122965	-0.088990747139209	-0.0697824023257527
s__Paenibacillus_durus	SRR10983090__6977	-0.0384963851388319	-0.0853473025521982	-0.061921843845515
s__Paenibacillus_macerans	SRR10983090__6977	0.0148961486922603	-0.0917031313925351	-0.0384034913501374
s__Paenibacillus_sp._32O-W	SRR10983090__6977	-0.0853336511271437	-0.0456051970324011	-0.0654694240797724
s__Paenibacillus_sp._RUD330	SRR10983090__6977	-0.0126301784142874	-0.0495619997748904	-0.0310960890945889
s__Paenibacillus_sp._FSL_K6-1217	SRR10983090__6977	0.040990436584288	0.00136861725649753	0.0211795269203927
s__Lacticaseibacillus_rhamnosus	SRR10983090__6977	-0.0736301577690749	-0.161017860912981	-0.117324009341028
s__Streptococcus_sp._HSISS3	SRR10983090__6977	-0.0235758059578682	-0.0792104110836493	-0.0513931085207588
s__Streptococcus_sp._FSL_W7-1342	SRR10983090__6977	0.0283771271176982	-0.0131183055978165	0.00762941075994083
s__Streptococcus_mutans	SRR10983090__6977	0.0460413434401986	-0.107996515056787	-0.0309775858082943
s__Streptococcus_vestibularis	SRR10983090__6977	0.0481369123525735	-0.0359983885563929	0.0060692618980903
s__Streptococcus_rubneri	SRR10983090__6977	-0.00131048471228138	0.0260306784460144	0.0123600968668665
s__Moorella_sp._Hama-1	SRR10983090__6977	-0.0380044778884855	-0.0987338243021223	-0.0683691510953039
s__Christensenella_sp._MSJ-20	SRR10983090__6977	-0.0245125554569473	-0.0600131850530771	-0.0422628702550122
s__Peptoclostridium_acidaminophilum	SRR10983090__6977	-0.0756505644001672	-0.0633302217741383	-0.0694903930871528
s__Caldinitratiruptor_microaerophilus	SRR10983090__6977	-0.0186569479952801	-0.0592629317096981	-0.0389599398524891
s__Desulfofundulus_kuznetsovii	SRR10983090__6977	-0.0901927656642433	-0.105752786241517	-0.0979727759528801
s__Desulforamulus_ruminis	SRR10983090__6977	-0.0711737913921933	-0.0623820430886127	-0.066777917240403
s__Candidatus_Formimonas_warabiya	SRR10983090__6977	-0.10501304085657	-0.0882400058477826	-0.0966265233521763
s__Dehalobacter_restrictus	SRR10983090__6977	-0.046474936689232	-0.0148747983249609	-0.0306748675070964
s__Butyricicoccus_sp._GAM44	SRR10983090__6977	0.497531751116493	0.417723024124293	0.457627387620393
s__Caproiciproducens_sp._NJN-50	SRR10983090__6977	-0.0819953986821013	-0.118620713560161	-0.100308056121131
s__Thermaerobacter_sp._PB12/4term	SRR10983090__6977	-0.00332265283301198	-0.0621554870002157	-0.0327390699166139
s__Alkalibacter_rhizosphaerae	SRR10983090__6977	-0.0215989615998549	-0.0626800281665884	-0.0421394948832216
s__Roseburia_faecis	SRR10983090__6977	0.137326591401357	0.315811256168316	0.226568923784836
s__Archangium_violaceum	SRR10983090__6977	-0.0163065182228327	-0.0715035669938371	-0.0439050426083349
s__Breznakiella_homolactica	SRR10983090__6977	0.0013964293524587	-0.0964699622873588	-0.04753676646745
s__Treponema_brennaborense	SRR10983090__6977	-0.0406794220131316	-0.0558167764487849	-0.0482480992309583
s__Treponema_saccharophilum	SRR10983090__6977	0.0587180171445316	0.00507312569300418	0.0318955714187679
s__Geotalea_uraniireducens	SRR10983090__6977	-0.0190261436702214	-0.0559377787558387	-0.03748196121303
s__Trichlorobacter_lovleyi	SRR10983090__6977	-0.0867650475918523	-0.0759482562230908	-0.0813566519074716
s__Solidesulfovibrio_carbinoliphilus	SRR10983090__6977	-0.0682249261365264	-0.109799468034874	-0.0890121970857004
s__Oceanidesulfovibrio_marinus	SRR10983090__6977	-0.0905320285117973	-0.131318358703461	-0.110925193607629
s__Megalodesulfovibrio_gigas	SRR10983090__6977	-0.0613803922428937	-0.150442608575631	-0.105911500409262
s__Salidesulfovibrio_onnuriiensis	SRR10983090__6977	-0.0368961172695373	-0.101105020328999	-0.069000568799268
s__Pseudodesulfovibrio_methanolicus	SRR10983090__6977	-0.058249945370898	-0.164775643201634	-0.111512794286266
s__Pseudodesulfovibrio_mercurii	SRR10983090__6977	-0.0760644714846352	-0.12270049445677	-0.0993824829707028
s__Pseudodesulfovibrio_tunisiensis	SRR10983090__6977	-0.0813261476765641	-0.117888296464383	-0.0996072220704735
s__Pseudodesulfovibrio_indicus	SRR10983090__6977	-0.076719252623192	-0.133424908457358	-0.105072080540275
s__Achromobacter_xylosoxidans	SRR10983090__6977	-0.0249777409723011	-0.0377282843252155	-0.0313530126487583
s__Oxalobacter_aliiformigenes	SRR10983090__6977	0.0395704678815931	0.0522718797654269	0.04592117382351
s__Ramlibacter_tataouinensis	SRR10983090__6977	0.017145650437309	-0.0217166078504745	-0.00228547870658272
s__Cupriavidus_taiwanensis	SRR10983090__6977	-0.0221398528845577	-0.0771999841254486	-0.0496699185050032
s__Cupriavidus_pauculus	SRR10983090__6977	0.0474926872779313	0.0113074691981283	0.0294000782380298
s__Burkholderia_cepacia	SRR10983090__6977	0.0436181517664262	-0.0434780340205245	7.00588729508414e-05
s__Roseibium_sp.	SRR10983090__6977	0.063224713313527	0.0430910761035623	0.0531578947085447
s__Sinorhizobium_fredii	SRR10983090__6977	-0.00520104193666999	-0.0405224328543076	-0.0228617373954888
s__Pseudomonas_chlororaphis	SRR10983090__6977	-0.0703444624770158	-0.0937726817670815	-0.0820585721220487
s__Cedecea_neteri	SRR10983090__6977	0.0670542365367003	-0.0899195988191435	-0.0114326811412216
s__Enterobacter_cloacae	SRR10983090__6977	-0.0421062484703959	-0.00940652251055934	-0.0257563854904776
s__Porphyromonas_asaccharolytica	SRR10983090__6977	0.0280387635491541	-0.0905775364425905	-0.0312693864467182
s__Segatella_oris	SRR10983090__6977	0.175455051422484	0.137440732592116	0.1564478920073
s__Prevotella_fusca	SRR10983090__6977	0.180946390768142	0.175470335185173	0.178208362976658
s__Prevotella_sp._E15-22	SRR10983090__6977	0.201781195788202	0.170823790301602	0.186302493044902
s__Alistipes_onderdonkii	SRR10983090__6977	0.00890123025902964	0.0424854497493213	0.0256933400041754
s__Candidatus_Nanosynbacter_sp._HMT-352	SRR10983090__6977	0.0181614466991928	0.105513804288061	0.0618376254936267
s__Methanobrevibacter_smithii	SRR10983090__6977	0.0352370516232572	-0.0991298521164108	-0.0319464002465768
s__Candidatus_Poriferisocius_sp.	SRR19064328__28762	0.430724845941373	0.495363314045354	0.463044079993363
s__Candidatus_Poriferisodalis_sp.	SRR19064328__28762	0.406701487312037	0.467977058345144	0.437339272828591
s__Propionibacterium_freudenreichii	SRR19064328__28762	0.303394571450252	0.258409146061554	0.280901858755903
s__Propionibacterium_acidifaciens	SRR19064328__28762	0.222682905815431	0.221755146177501	0.222219025996466
s__Streptomyces_canus	SRR19064328__28762	0.33489268169682	0.346261015272855	0.340576848484837
s__Streptomyces_venezuelae	SRR19064328__28762	0.346685802186587	0.377255814831676	0.361970808509131
s__Actinomyces_sp._HMT_175	SRR19064328__28762	0.246946754382415	0.312289770979123	0.279618262680769
s__Actinomyces_sp._oral_taxon_169	SRR19064328__28762	0.226401047938806	0.307701015255411	0.267051031597108
s__Schaalia_turicensis	SRR19064328__28762	0.28442923357298	0.30641199460607	0.295420614089525
s__Parascardovia_denticolens	SRR19064328__28762	0.279536950626834	0.291665344585299	0.285601147606066
s__Bifidobacterium_lemurum	SRR19064328__28762	0.309720890535812	0.303155990772337	0.306438440654074
s__Bifidobacterium_choerinum	SRR19064328__28762	0.334513058508201	0.348682252931924	0.341597655720063
s__Bifidobacterium_subtile	SRR19064328__28762	0.26526729624283	0.30209434085931	0.28368081855107
s__Bifidobacterium_eulemuris	SRR19064328__28762	0.258067658025061	0.299813057356787	0.278940357690924
s__Bifidobacterium_animalis	SRR19064328__28762	0.268065054867904	0.162004413033832	0.215034733950868
s__Bifidobacterium_sp._ESL0790	SRR19064328__28762	0.292485559755709	0.297261189549437	0.294873374652573
s__Bifidobacterium_dentium	SRR19064328__28762	0.138696715014513	0.150305519080968	0.144501117047741
s__Leptogranulimonas_caecicola	SRR19064328__28762	0.374248244292181	0.419657751227992	0.396952997760086
s__Ndongobacter_massiliensis	SRR19064328__28762	0.413640550219554	0.402047423945205	0.407843987082379
s__Peptoniphilus_equinus	SRR19064328__28762	0.373442617817725	0.383042907717556	0.37824276276764
s__Aedoeadaptatus_ivorii	SRR19064328__28762	0.367102815684953	0.433352094983723	0.400227455334338
s__Selenomonas_timonae	SRR19064328__28762	0.371907155183366	0.366971309387752	0.369439232285559
s__Selenomonas_dianae	SRR19064328__28762	0.340864940602675	0.400266984991597	0.370565962797136
s__Veillonella_orientalis	SRR19064328__28762	-0.197283361279793	-0.225026085425929	-0.211154723352861
s__Veillonella_dispar	SRR19064328__28762	-0.22347636335921	-0.20599527944244	-0.214735821400825
s__Alicyclobacillus_acidocaldarius	SRR19064328__28762	0.435656611838924	0.497531742120421	0.466594176979673
s__Tumebacillus_avium	SRR19064328__28762	0.334047965209278	0.402140122095141	0.368094043652209
s__Gemella_sanguinis	SRR19064328__28762	-0.0495148525967098	-0.036761005805929	-0.0431379292013194
s__Thermobacillus_composti	SRR19064328__28762	0.37811005026178	0.446609308942114	0.412359679601947
s__Cohnella_sp._WGS1546	SRR19064328__28762	0.414600274264162	0.450284901780868	0.432442588022515
s__Cohnella_sp._LGH	SRR19064328__28762	0.427524951554612	0.449357106352171	0.438441028953392
s__Cohnella_candidum	SRR19064328__28762	0.363735478381507	0.412025952682856	0.387880715532182
s__Brevibacillus_composti	SRR19064328__28762	0.375951178162532	0.457873848700881	0.416912513431707
s__Paenibacillus_dendritiformis	SRR19064328__28762	0.382372858082649	0.395255910401327	0.388814384241988
s__Paenibacillus_sp._FSL_K6-1096	SRR19064328__28762	0.382387111859884	0.397646864139474	0.390016987999679
s__Paenibacillus_albicereus	SRR19064328__28762	0.346033633015166	0.414898117185375	0.380465875100271
s__Paenibacillus_beijingensis	SRR19064328__28762	0.389459033182625	0.3966373865191	0.393048209850862
s__Paenibacillus_rhizovicinus	SRR19064328__28762	0.350908895373249	0.349226877365066	0.350067886369157
s__Paenibacillus_lycopersici	SRR19064328__28762	0.347998015360559	0.400917849519072	0.374457932439816
s__Paenibacillus_elgii	SRR19064328__28762	0.36813724927448	0.374949508347001	0.371543378810741
s__Paenibacillus_konkukensis	SRR19064328__28762	0.339162288456461	0.383164808652237	0.361163548554349
s__Paenibacillus_thiaminolyticus	SRR19064328__28762	0.33656912911664	0.393025137133142	0.364797133124891
s__Paenibacillus_durus	SRR19064328__28762	0.404008022163603	0.413915427236339	0.408961724699971
s__Paenibacillus_macerans	SRR19064328__28762	0.395510816189509	0.462256648254724	0.428883732222117
s__Paenibacillus_sp._32O-W	SRR19064328__28762	0.448176468017911	0.431535593929605	0.439856030973758
s__Paenibacillus_sp._RUD330	SRR19064328__28762	0.414658538257424	0.452247387149373	0.433452962703399
s__Paenibacillus_sp._FSL_K6-1217	SRR19064328__28762	0.220050767504507	0.216190663283713	0.21812071539411
s__Lacticaseibacillus_rhamnosus	SRR19064328__28762	0.259823065961967	0.196415119958264	0.228119092960116
s__Streptococcus_sp._HSISS3	SRR19064328__28762	0.0532870823183052	0.0491957814359719	0.0512414318771386
s__Streptococcus_sp._FSL_W7-1342	SRR19064328__28762	0.0438615573193847	0.00492970630675969	0.0243956318130722
s__Streptococcus_mutans	SRR19064328__28762	0.168887805940141	0.155373755611272	0.162130780775706
s__Streptococcus_vestibularis	SRR19064328__28762	0.0492353793095619	0.0858103735432001	0.067522876426381
s__Streptococcus_rubneri	SRR19064328__28762	-0.0389907480211046	-0.0404703017020342	-0.0397305248615694
s__Moorella_sp._Hama-1	SRR19064328__28762	0.402971499345781	0.413391344053342	0.408181421699561
s__Christensenella_sp._MSJ-20	SRR19064328__28762	0.49563771622329	0.510945426725895	0.503291571474592
s__Peptoclostridium_acidaminophilum	SRR19064328__28762	0.389189629260693	0.488441486927858	0.438815558094275
s__Caldinitratiruptor_microaerophilus	SRR19064328__28762	0.476188467569299	0.495809468240943	0.485998967905121
s__Desulfofundulus_kuznetsovii	SRR19064328__28762	0.529501714411331	0.513131135129396	0.521316424770364
s__Desulforamulus_ruminis	SRR19064328__28762	0.493314735245798	0.489549678262241	0.49143220675402
s__Candidatus_Formimonas_warabiya	SRR19064328__28762	0.465936677859919	0.481980152659482	0.4739584152597
s__Dehalobacter_restrictus	SRR19064328__28762	0.345927323538139	0.336709953596503	0.341318638567321
s__Butyricicoccus_sp._GAM44	SRR19064328__28762	-0.0503235678569701	-0.0652612441704773	-0.0577924060137237
s__Caproiciproducens_sp._NJN-50	SRR19064328__28762	0.418588716726152	0.413192243495661	0.415890480110906
s__Thermaerobacter_sp._PB12/4term	SRR19064328__28762	0.442683459112792	0.479355974424333	0.461019716768562
s__Alkalibacter_rhizosphaerae	SRR19064328__28762	0.444512642337233	0.475096168276522	0.459804405306877
s__Roseburia_faecis	SRR19064328__28762	-0.0103335864839201	-0.0101111117187213	-0.0102223491013207
s__Archangium_violaceum	SRR19064328__28762	0.406213632350804	0.474200881191769	0.440207256771287
s__Breznakiella_homolactica	SRR19064328__28762	0.429690717692597	0.422999964290178	0.426345340991387
s__Treponema_brennaborense	SRR19064328__28762	0.441496628848565	0.442081794857572	0.441789211853069
s__Treponema_saccharophilum	SRR19064328__28762	0.336676495740417	0.355476544523055	0.346076520131736
s__Geotalea_uraniireducens	SRR19064328__28762	0.41395149264615	0.42547318642201	0.41971233953408
s__Trichlorobacter_lovleyi	SRR19064328__28762	0.39112355298676	0.395294318129462	0.393208935558111
s__Solidesulfovibrio_carbinoliphilus	SRR19064328__28762	0.320435375339222	0.375695505880017	0.34806544060962
s__Oceanidesulfovibrio_marinus	SRR19064328__28762	0.471983586118736	0.485583090771829	0.478783338445283
s__Megalodesulfovibrio_gigas	SRR19064328__28762	0.414085030459146	0.408636502106543	0.411360766282845
s__Salidesulfovibrio_onnuriiensis	SRR19064328__28762	0.463156455599297	0.410003989733516	0.436580222666407
s__Pseudodesulfovibrio_methanolicus	SRR19064328__28762	0.371634103966635	0.387800474538758	0.379717289252696
s__Pseudodesulfovibrio_mercurii	SRR19064328__28762	0.398940319907473	0.383124967529042	0.391032643718258
s__Pseudodesulfovibrio_tunisiensis	SRR19064328__28762	0.395160508366619	0.332083442730214	0.363621975548416
s__Pseudodesulfovibrio_indicus	SRR19064328__28762	0.389415010592372	0.331276507993469	0.36034575929292
s__Achromobacter_xylosoxidans	SRR19064328__28762	0.335071730634481	0.320072128905098	0.32757192976979
s__Oxalobacter_aliiformigenes	SRR19064328__28762	0.267159832115179	0.200793839818868	0.233976835967024
s__Ramlibacter_tataouinensis	SRR19064328__28762	0.362942313588995	0.428854112062459	0.395898212825727
s__Cupriavidus_taiwanensis	SRR19064328__28762	0.332514174378901	0.340606823736469	0.336560499057685
s__Cupriavidus_pauculus	SRR19064328__28762	0.31582243504103	0.275935210082282	0.295878822561656
s__Burkholderia_cepacia	SRR19064328__28762	0.253394476530301	0.166134678843053	0.209764577686677
s__Roseibium_sp.	SRR19064328__28762	0.32953793520821	0.262671553625644	0.296104744416927
s__Sinorhizobium_fredii	SRR19064328__28762	0.347961064614964	0.314219175129872	0.331090119872418
s__Pseudomonas_chlororaphis	SRR19064328__28762	0.357232478378431	0.337047446892362	0.347139962635396
s__Cedecea_neteri	SRR19064328__28762	0.25394651818569	0.336512755708576	0.295229636947133
s__Enterobacter_cloacae	SRR19064328__28762	0.194834482775871	0.162224653160475	0.178529567968173
s__Porphyromonas_asaccharolytica	SRR19064328__28762	0.0853783350119629	0.143479817267025	0.114429076139494
s__Segatella_oris	SRR19064328__28762	-0.0723752143093393	0.0195287545324997	-0.0264232298884198
s__Prevotella_fusca	SRR19064328__28762	-0.0809100309799117	-0.0314939173072461	-0.0562019741435789
s__Prevotella_sp._E15-22	SRR19064328__28762	-0.0247678743290023	0.0338265939546664	0.00452935981283204
s__Alistipes_onderdonkii	SRR19064328__28762	0.126244810182025	0.153872723166582	0.140058766674304
s__Candidatus_Nanosynbacter_sp._HMT-352	SRR19064328__28762	-0.0291332953572832	-0.0409161210326923	-0.0350247081949877
s__Methanobrevibacter_smithii	SRR19064328__28762	0.295695693127259	0.306493373691852	0.301094533409555
s__Candidatus_Poriferisocius_sp.	SRR19064332__1830	0.297919893188039	0.333870730089343	0.315895311638691
s__Candidatus_Poriferisodalis_sp.	SRR19064332__1830	0.290112581645273	0.270067945211307	0.28009026342829
s__Propionibacterium_freudenreichii	SRR19064332__1830	0.256499187052261	0.21261983787952	0.234559512465891
s__Propionibacterium_acidifaciens	SRR19064332__1830	0.141684882806027	0.164523983104013	0.15310443295502
s__Streptomyces_canus	SRR19064332__1830	0.253674565715128	0.252935773914463	0.253305169814795
s__Streptomyces_venezuelae	SRR19064332__1830	0.267254769083816	0.26081148249853	0.264033125791173
s__Actinomyces_sp._HMT_175	SRR19064332__1830	0.285410671440385	0.230373726680629	0.257892199060507
s__Actinomyces_sp._oral_taxon_169	SRR19064332__1830	0.294698572740945	0.259001769442871	0.276850171091908
s__Schaalia_turicensis	SRR19064332__1830	0.278373189392302	0.293842543831876	0.286107866612089
s__Parascardovia_denticolens	SRR19064332__1830	0.198541651096364	0.259679349411611	0.229110500253988
s__Bifidobacterium_lemurum	SRR19064332__1830	0.188355202733829	0.206273244645088	0.197314223689459
s__Bifidobacterium_choerinum	SRR19064332__1830	0.225391484170059	0.259087609846999	0.242239547008529
s__Bifidobacterium_subtile	SRR19064332__1830	0.15830031985879	0.23884344501953	0.19857188243916
s__Bifidobacterium_eulemuris	SRR19064332__1830	0.169546460156823	0.200905380628488	0.185225920392656
s__Bifidobacterium_animalis	SRR19064332__1830	0.182061769108939	0.150276235126845	0.166169002117892
s__Bifidobacterium_sp._ESL0790	SRR19064332__1830	0.173175882949717	0.204963850406889	0.189069866678303
s__Bifidobacterium_dentium	SRR19064332__1830	0.0859268865458817	0.0991109251790771	0.0925189058624794
s__Leptogranulimonas_caecicola	SRR19064332__1830	0.270958154815488	0.29990208074162	0.285430117778554
s__Ndongobacter_massiliensis	SRR19064332__1830	0.306083614473744	0.265012939348821	0.285548276911282
s__Peptoniphilus_equinus	SRR19064332__1830	0.220878259048268	0.22151187354559	0.221195066296929
s__Aedoeadaptatus_ivorii	SRR19064332__1830	0.28392800961122	0.283117764132182	0.283522886871701
s__Selenomonas_timonae	SRR19064332__1830	0.268201859913407	0.275119765726729	0.271660812820068
s__Selenomonas_dianae	SRR19064332__1830	0.194842737218421	0.242784553553331	0.218813645385876
s__Veillonella_orientalis	SRR19064332__1830	-0.18396330397607	-0.204225909224341	-0.194094606600206
s__Veillonella_dispar	SRR19064332__1830	-0.229843958701565	-0.188913404709791	-0.209378681705678
s__Alicyclobacillus_acidocaldarius	SRR19064332__1830	0.285732802678728	0.33810667036051	0.311919736519619
s__Tumebacillus_avium	SRR19064332__1830	0.180852760635217	0.265528616866926	0.223190688751071
s__Gemella_sanguinis	SRR19064332__1830	0.00175241777185235	-0.0136422169089127	-0.00594489956853018
s__Thermobacillus_composti	SRR19064332__1830	0.279036001654169	0.291438490561427	0.285237246107798
s__Cohnella_sp._WGS1546	SRR19064332__1830	0.302862429077033	0.332901458175344	0.317881943626189
s__Cohnella_sp._LGH	SRR19064332__1830	0.3096940370254	0.276395739331155	0.293044888178278
s__Cohnella_candidum	SRR19064332__1830	0.255547331138761	0.260313083363061	0.257930207250911
s__Brevibacillus_composti	SRR19064332__1830	0.334193354321886	0.273385016768715	0.3037891855453
s__Paenibacillus_dendritiformis	SRR19064332__1830	0.32900031009859	0.295471307854751	0.312235808976671
s__Paenibacillus_sp._FSL_K6-1096	SRR19064332__1830	0.259628571426703	0.302010686834995	0.280819629130849
s__Paenibacillus_albicereus	SRR19064332__1830	0.22483939438749	0.263668973199336	0.244254183793413
s__Paenibacillus_beijingensis	SRR19064332__1830	0.322329103770531	0.284379245287535	0.303354174529033
s__Paenibacillus_rhizovicinus	SRR19064332__1830	0.233403762080026	0.263821482028614	0.24861262205432
s__Paenibacillus_lycopersici	SRR19064332__1830	0.281213790620461	0.299439163267123	0.290326476943792
s__Paenibacillus_elgii	SRR19064332__1830	0.272674293412852	0.279165854784579	0.275920074098715
s__Paenibacillus_konkukensis	SRR19064332__1830	0.286686389158412	0.315372496276406	0.301029442717409
s__Paenibacillus_thiaminolyticus	SRR19064332__1830	0.250681562689354	0.280193635608657	0.265437599149005
s__Paenibacillus_durus	SRR19064332__1830	0.258546819657142	0.345342122483787	0.301944471070464
s__Paenibacillus_macerans	SRR19064332__1830	0.217986423614821	0.305830878907371	0.261908651261096
s__Paenibacillus_sp._32O-W	SRR19064332__1830	0.285245170385965	0.271447996577259	0.278346583481612
s__Paenibacillus_sp._RUD330	SRR19064332__1830	0.339835773103341	0.310808896507923	0.325322334805632
s__Paenibacillus_sp._FSL_K6-1217	SRR19064332__1830	0.140988353162926	0.160384677609744	0.150686515386335
s__Lacticaseibacillus_rhamnosus	SRR19064332__1830	0.267912631663678	0.210813432230643	0.23936303194716
s__Streptococcus_sp._HSISS3	SRR19064332__1830	0.110645102118711	0.108701800339416	0.109673451229063
s__Streptococcus_sp._FSL_W7-1342	SRR19064332__1830	0.0923319481259441	0.0507739663972252	0.0715529572615846
s__Streptococcus_mutans	SRR19064332__1830	0.0878170932965107	0.201097481547169	0.14445728742184
s__Streptococcus_vestibularis	SRR19064332__1830	0.107411449518248	0.109069075394317	0.108240262456282
s__Streptococcus_rubneri	SRR19064332__1830	0.107651914234731	0.0124422296093706	0.0600470719220509
s__Moorella_sp._Hama-1	SRR19064332__1830	0.342489571075027	0.350622131149383	0.346555851112205
s__Christensenella_sp._MSJ-20	SRR19064332__1830	0.363137922561514	0.363379327865112	0.363258625213313
s__Peptoclostridium_acidaminophilum	SRR19064332__1830	0.230570017681082	0.305169855320526	0.267869936500804
s__Caldinitratiruptor_microaerophilus	SRR19064332__1830	0.343166101958869	0.301744121219911	0.32245511158939
s__Desulfofundulus_kuznetsovii	SRR19064332__1830	0.362601325926574	0.336409375565506	0.34950535074604
s__Desulforamulus_ruminis	SRR19064332__1830	0.317870318961379	0.33802794265877	0.327949130810075
s__Candidatus_Formimonas_warabiya	SRR19064332__1830	0.342130391747083	0.318378809131163	0.330254600439123
s__Dehalobacter_restrictus	SRR19064332__1830	0.267648510045717	0.261666840638346	0.264657675342032
s__Butyricicoccus_sp._GAM44	SRR19064332__1830	-0.0252676876650376	-0.0218499444841231	-0.0235588160745804
s__Caproiciproducens_sp._NJN-50	SRR19064332__1830	0.29877895717081	0.317281885683501	0.308030421427155
s__Thermaerobacter_sp._PB12/4term	SRR19064332__1830	0.275330243974222	0.2965339562697	0.285932100121961
s__Alkalibacter_rhizosphaerae	SRR19064332__1830	0.297425765942432	0.324125608521383	0.310775687231907
s__Roseburia_faecis	SRR19064332__1830	0.02109227135438	-0.0124148984252223	0.00433868646457885
s__Archangium_violaceum	SRR19064332__1830	0.261403675057844	0.300578811135998	0.280991243096921
s__Breznakiella_homolactica	SRR19064332__1830	0.340037230107192	0.337693321812933	0.338865275960063
s__Treponema_brennaborense	SRR19064332__1830	0.270271830132526	0.31972860512655	0.295000217629538
s__Treponema_saccharophilum	SRR19064332__1830	0.232112804784682	0.218837315301465	0.225475060043073
s__Geotalea_uraniireducens	SRR19064332__1830	0.239660372001891	0.290639989200937	0.265150180601414
s__Trichlorobacter_lovleyi	SRR19064332__1830	0.296005545337859	0.328189554191864	0.312097549764862
s__Solidesulfovibrio_carbinoliphilus	SRR19064332__1830	0.237786131246954	0.283390340228424	0.260588235737689
s__Oceanidesulfovibrio_marinus	SRR19064332__1830	0.30879291140866	0.373109371810962	0.340951141609811
s__Megalodesulfovibrio_gigas	SRR19064332__1830	0.249661497846568	0.285411987773732	0.26753674281015
s__Salidesulfovibrio_onnuriiensis	SRR19064332__1830	0.273578952860248	0.314644853707252	0.29411190328375
s__Pseudodesulfovibrio_methanolicus	SRR19064332__1830	0.233238833250883	0.259386748473719	0.246312790862301
s__Pseudodesulfovibrio_mercurii	SRR19064332__1830	0.258788357414354	0.277303636793063	0.268045997103709
s__Pseudodesulfovibrio_tunisiensis	SRR19064332__1830	0.214992056799681	0.258194737582288	0.236593397190985
s__Pseudodesulfovibrio_indicus	SRR19064332__1830	0.219532194563261	0.263576979791095	0.241554587177178
s__Achromobacter_xylosoxidans	SRR19064332__1830	0.195383367805577	0.235346197293347	0.215364782549462
s__Oxalobacter_aliiformigenes	SRR19064332__1830	0.192781827005295	0.190493307588652	0.191637567296973
s__Ramlibacter_tataouinensis	SRR19064332__1830	0.220413513941209	0.259480980915182	0.239947247428195
s__Cupriavidus_taiwanensis	SRR19064332__1830	0.231085561112265	0.257960597070293	0.244523079091279
s__Cupriavidus_pauculus	SRR19064332__1830	0.195257311856042	0.149097973722811	0.172177642789427
s__Burkholderia_cepacia	SRR19064332__1830	0.21949070282719	0.198421570498433	0.208956136662811
s__Roseibium_sp.	SRR19064332__1830	0.224502869632329	0.194858232750789	0.209680551191559
s__Sinorhizobium_fredii	SRR19064332__1830	0.225163806565603	0.304799648110342	0.264981727337973
s__Pseudomonas_chlororaphis	SRR19064332__1830	0.214693585727276	0.310476048604871	0.262584817166074
s__Cedecea_neteri	SRR19064332__1830	0.117471235420554	0.203804010805899	0.160637623113226
s__Enterobacter_cloacae	SRR19064332__1830	0.0846824308075473	0.0854206091899312	0.0850515199987393
s__Porphyromonas_asaccharolytica	SRR19064332__1830	0.1364956187468	0.137668538777407	0.137082078762104
s__Segatella_oris	SRR19064332__1830	-0.0182599922648411	-0.0321302154964359	-0.0251951038806385
s__Prevotella_fusca	SRR19064332__1830	-0.0605370975088391	-0.069901191532412	-0.0652191445206255
s__Prevotella_sp._E15-22	SRR19064332__1830	-0.00109925816714795	-0.0147261994706794	-0.0079127288189137
s__Alistipes_onderdonkii	SRR19064332__1830	0.0852794325258303	0.133971757948188	0.109625595237009
s__Candidatus_Nanosynbacter_sp._HMT-352	SRR19064332__1830	-0.035352689693742	-0.113930446501163	-0.0746415680974527
s__Methanobrevibacter_smithii	SRR19064332__1830	0.284076716267229	0.249551166262687	0.266813941264958
s__Candidatus_Poriferisocius_sp.	SRR19064342__18668	0.120569248069913	0.00838334930972645	0.06447629868982
s__Candidatus_Poriferisodalis_sp.	SRR19064342__18668	0.0848563797912341	-0.0111086226206354	0.0368738785852993
s__Propionibacterium_freudenreichii	SRR19064342__18668	0.144455823489112	-0.0216933547575795	0.061381234365766
s__Propionibacterium_acidifaciens	SRR19064342__18668	-0.0389106414800011	-0.0371071919730976	-0.0380089167265493
s__Streptomyces_canus	SRR19064342__18668	0.134699213366663	0.0813904263797765	0.10804481987322
s__Streptomyces_venezuelae	SRR19064342__18668	0.155870233179494	0.0133682370311079	0.0846192351053008
s__Actinomyces_sp._HMT_175	SRR19064342__18668	0.332507087482889	0.188798221564013	0.260652654523451
s__Actinomyces_sp._oral_taxon_169	SRR19064342__18668	0.270761614410052	0.146688933288562	0.208725273849307
