"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00564"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01622"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00647"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01298"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01589"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_finlayi"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_angustmyceticus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_uncialis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_formicae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01217"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01754"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01803"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01006"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_buecherae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_koyangensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_coeruleorubidus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._SS7"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00322"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._YPW6"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01465"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01092"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._SUK_48"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01003"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._S8"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_hundungensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_graminofaciens"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00989"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00443"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01244"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01294"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._HC307"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_alfalfae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_dangxiongensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_solicathayae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_caniferus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_cynarae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_harbinensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_kanamyceticus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_lavendulae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_brevispora"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_europaeiscabiei"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_fodineus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_actuosus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_atratus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_profundus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_jietaisiensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_tanashiensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_collinus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_tritici"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_tubercidicus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._AM_2-1-1"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01314"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._BB1-1-1"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00212"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._CdTB01"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._HSG2"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01104"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._BBFR51"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00459"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._HM190"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01707"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._Tu_2975"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01429"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01498"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00523"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._LX-29"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00984"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00209"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01233"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01255"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._MST-110588"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00690"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01335"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_longwoodensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_tubbatahanensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_nigra"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_rimosus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_netropsis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_clavuligerus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_gardneri"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_nitrosporeus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_ferrugineus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_spectabilis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_violaceus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_griseocarneus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_camelliae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_nodosus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_roseicoloratus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_chromofuscus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_decoyicus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_halobius"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_rubiginosohelvolus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_capitiformicae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_genisteinicus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_thermoviolaceus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_lydicus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_phytohabitans"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_gobiensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_xinghaiensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_tsukubensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_phaeochromogenes"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_platensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sudanensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_halstedii"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_pseudovenezuelae"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_rapamycinicus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_hygroscopicus"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_malaysiensis"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_violaceusniger"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._C8S0"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._135"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._Go-475"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NHF165"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00669"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._TLI_053"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01435"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._So13.3"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._71268"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01750"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._2-1"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._VNUA74"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._JB150"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01210"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._R39"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00637"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00872"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01537"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NA04227"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_01216"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._NBC_00582"
"k__Bacillati","p__Actinomycetota","c__Actinomycetes","o__Kitasatosporales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_sp._WAC_01529"
